LanguageId,LanguageName,Latitude,Longitude,WordId,WordModernName1,WordModernName2,WordProtoName1,WordProtoName2,Phonetic,SpellingAltv1,SpellingAltv2,NotCognateWithMainWordInThisFamily2
11161160309,"Switz.: Biel",47.15,7.24,10,one,,ainaz,,ɛ̝ɪs,,,0
11161160309,"Switz.: Biel",47.15,7.24,20,two,,twou,,tsβœˑɪ,,,0
11161160309,"Switz.: Biel",47.15,7.24,30,three,,threjez,,tɾyː,,,0
11161160309,"Switz.: Biel",47.15,7.24,40,four,,fedworez,,fiˑəɾ̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,50,five,,fenfe,,fyːf,,,0
11161160309,"Switz.: Biel",47.15,7.24,60,six,,sexs,,säχs,,,0
11161160309,"Switz.: Biel",47.15,7.24,70,seven,,sebun,,ˈseˑpə,,,0
11161160309,"Switz.: Biel",47.15,7.24,80,eight,,axtou,,ɒˑχt,,,0
11161160309,"Switz.: Biel",47.15,7.24,90,nine,,newun,,nyːn,,,0
11161160309,"Switz.: Biel",47.15,7.24,100,ten,,texun,,tsäˑə,,,0
11161160309,"Switz.: Biel",47.15,7.24,200,hundred,,xundaradan,,ˈhʊn̪d̪ət,,,0
11161160309,"Switz.: Biel",47.15,7.24,7820,all,,allaz,,ɔˑʊ,,,0
11161160309,"Switz.: Biel",47.15,7.24,7020,white,,xwitaz,,β̞iːs,,,0
11161160309,"Switz.: Biel",47.15,7.24,7030,red,,raudaz,,rɔːt,,,0
11161160309,"Switz.: Biel",47.15,7.24,7040,green,,groniz,,ɡɾʏɛ̝̈n,,,0
11161160309,"Switz.: Biel",47.15,7.24,7210,long,,langaz,,laŋ,,,0
11161160309,"Switz.: Biel",47.15,7.24,7410,sharp,,skarpaz,,ʃɑːɾf,,,0
11161160309,"Switz.: Biel",47.15,7.24,7840,full,,fullaz,,fɔˑʊ,,,0
11161160309,"Switz.: Biel",47.15,7.24,7510,young,,jungaz,,jʊŋ,,,0
11161160309,"Switz.: Biel",47.15,7.24,7980,new,,neujaz,,nœɪ,,,0
11161160309,"Switz.: Biel",47.15,7.24,7670,naked,,nakwadaz,,nɒkχt,,,0
11161160309,"Switz.: Biel",47.15,7.24,7650,quick,,kwikwaz,,kxɛ̝kχ,,,0
11161160309,"Switz.: Biel",47.15,7.24,7660,fast,,fastaz,,fɛ̝ʃt,,,0
11161160309,"Switz.: Biel",47.15,7.24,7710,good,,godaz,,ɡʊət,,,0
11161160309,"Switz.: Biel",47.15,7.24,7910,warm,,warmaz,,βäːrm,,,0
11161160309,"Switz.: Biel",47.15,7.24,7920,cold,,kaldaz,,χɑʊt,,,0
11161160309,"Switz.: Biel",47.15,7.24,7560,sore,,sairaz,,sɛːr̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,7680,holy,,xailagaz,,ˈhe̞i̞lɪk,,,0
11161160309,"Switz.: Biel",47.15,7.24,7700,better,,batizon,,ˈbɛsˑəɾ̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,810,right,,rextaz,,ɾa̠ˑχt,,,0
11161160309,"Switz.: Biel",47.15,7.24,2010,head,,xaubadan,,hɔ̞opt,,,0
11161160309,"Switz.: Biel",47.15,7.24,2110,eye,,augon,,ɔ̞ok,,,0
11161160309,"Switz.: Biel",47.15,7.24,2130,ear,,auzon,,ɔːr̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,2140,tear,,taxruz,,ˈt̪r̥äːnə,,,0
11161160309,"Switz.: Biel",47.15,7.24,2210,mouth,,munthaz,,mu̞ː,,,0
11161160309,"Switz.: Biel",47.15,7.24,2230,tongue,,tungon,,ˈtsʊŋˑə,,,0
11161160309,"Switz.: Biel",47.15,7.24,2240,tooth,,tanthz,,tsɑ̟ːn,,,0
11161160309,"Switz.: Biel",47.15,7.24,2310,hand,,xanduz,,hɒˑŋ,,,0
11161160309,"Switz.: Biel",47.15,7.24,2510,foot,,fotz,,foəs,,,0
11161160309,"Switz.: Biel",47.15,7.24,2530,knee,,knewan,,χnœɪ,,,0
11161160309,"Switz.: Biel",47.15,7.24,2540,toe,,taixwon,,tsa̠ˑɪə,,,0
11161160309,"Switz.: Biel",47.15,7.24,2610,blood,,blodan,,blʊɛ̈t,,,0
11161160309,"Switz.: Biel",47.15,7.24,2620,bone,,bainan,,pɛ̝ˑɪ,,,0
11161160309,"Switz.: Biel",47.15,7.24,2640,nail,,naglaz,,ˈnɑ̈ˑku,,,0
11161160309,"Switz.: Biel",47.15,7.24,2810,heart,,xerton,,haˑr̥ts,,,0
11161160309,"Switz.: Biel",47.15,7.24,2840,liver,,libaro,,ˈlapəɾə,,,0
11161160309,"Switz.: Biel",47.15,7.24,4310,mother,,moder,,ˈmoətˑəɾ̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,4320,father,,fader,,ˈfätˑəɾ̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,4410,daughter,,duxter,,ˈtɔχtəɾ̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,4330,brother,,brother,,ˈbɾuətəɾ̥,,,0
11161160309,"Switz.: Biel",47.15,7.24,4100,name,,namon,,ˈnɒmə̟,,,0
11161160309,"Switz.: Biel",47.15,7.24,4110,word,,wurdan,,β̞ɔr̥t,,,0
11161160309,"Switz.: Biel",47.15,7.24,3120,hound,,xundaz,,hʊnt,,,0
11161160309,"Switz.: Biel",47.15,7.24,3150,mouse,,musz,,muːs,,,0
11161160309,"Switz.: Biel",47.15,7.24,3230,goose,,gansz,,ɡɒns,,,0
