LanguageId,LanguageName,Latitude,Longitude,WordId,WordModernName1,WordModernName2,WordProtoName1,WordProtoName2,Phonetic,SpellingAltv1,SpellingAltv2,NotCognateWithMainWordInThisFamily
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,10,one,,ainaz,,ʔɛːns,eins,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,20,two,,twou,,tsvɛ̝ˑi,zwei,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,30,three,,threjez,,tχɛ̝ˑi,drei,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,30,three,,threjez,,tʁɛ̝ˑi,drei,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,40,four,,fedworez,,fiˑəχ,vier,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,50,five,,fenfe,,ˈfɪnə̠ɸ,fenef,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,60,six,,sexs,,sɪks,sechs,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,70,seven,,sebun,,ˈsɛ̝βə,sewe,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,80,eight,,axtou,,ʔɔːχt,ààcht,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,90,nine,,newun,,niːn,niin,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,100,ten,,texun,,tsɛ̝ː,zehn,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,200,hundred,,xundaradan,,ˈhʊndə̠χt,hùndert,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7820,all,,allaz,,ʔɔl,àll,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7020,white,,xwitaz,,vis,wiss,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7030,red,,raudaz,,ʁo̞ːtʰ,rot,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7040,green,,groniz,,ˈɡʁe̝ːn,grien,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7210,long,,langaz,,ˈlɔ̈ŋ,làng,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7410,sharp,,skarpaz,,ʃɒ̝χf,schàrf,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7840,full,,fullaz,,fʊl,voll,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7510,young,,jungaz,,jʊŋ,jùng,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7980,new,,neujaz,,nɛ̝ˑi,nej,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7670,naked,,nakwadaz,,ˈnɔkətʰ,nàcket,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7660,fast,,fastaz,,fɛ̝ʃt,fescht,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7710,good,,godaz,,ɡøˑət,güet,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7910,warm,,warmaz,,vɔːʁ̞m,wàrm,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7920,cold,,kaldaz,,kʰɔlt,kàlt,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7560,sore,,sairaz,,sɛ̝ːχ,sehr,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7680,holy,,xailagaz,,ˈhäilik̟ʰ,heilig,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,7700,better,,batizon,,ˈbɛ̝səχ,besser,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,810,right,,rextaz,,ʁäːχt,recht,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2010,head,,xaubadan,,hœˑʏpt,Häupt,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2110,eye,,augon,,ˈʔœʏjə,Auw,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2130,ear,,auzon,,ʔoːχ,Ohr,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2210,mouth,,munthaz,,mʊnt,Mül,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2230,tongue,,tungon,,tsʊŋ,Zùng,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2240,tooth,,tanthz,,tsäːn,Zahn,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2310,hand,,xanduz,,hɒnt,Hand,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2510,foot,,fotz,,ɸe̝ːs,Füess,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2530,knee,,knewan,,kniː,Knie,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2540,toe,,taixwon,,tseː,Zeh,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2610,blood,,blodan,,bløːt,Blüet,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2620,bone,,bainan,,bäˑin,Bei(n),,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2640,nail,,naglaz,,ˈnäːjəl,Najel,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2810,heart,,xerton,,häχts,Herz,,0
11161140139,"Alsace N.: Herrlisheim",48.73006,7.9068,2840,liver,,libaro,,ˈle̝ːvə̠χ,Lewer,,0
