LanguageId,LanguageName,Latitude,Longitude,WordId,WordModernName1,WordModernName2,WordProtoName1,WordProtoName2,Phonetic,SpellingAltv1,SpellingAltv2,NotCognateWithMainWordInThisFamily
11131000108,"Dutch: Std in BE",50.85,4.35,10,one,,ainaz,,eːn,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,20,two,,twou,,tβ̞eː,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,30,three,,threjez,,d̪ɾiː,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,40,four,,fedworez,,viˑəɹ̝̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,50,five,,fenfe,,fɛ̝ˑɪɸ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,60,six,,sexs,,zɛs,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,70,seven,,sebun,,ˈzeːβn̩,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,80,eight,,axtou,,axt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,90,nine,,newun,,ˈneːʝn̩,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,100,ten,,texun,,tiːn,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,200,hundred,,xundaradan,,ˈhɔndɾ̩t,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7820,all,,allaz,,ɑ̈ɫ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7020,white,,xwitaz,,β̞ɪt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7030,red,,raudaz,,ro̞ːt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7040,green,,groniz,,xruːn,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7210,long,,langaz,,la̠ŋ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7410,sharp,,skarpaz,,sçɛrp,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7840,full,,fullaz,,β̥ʌɫ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7510,young,,jungaz,,jʊ̞ŋ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7980,new,,neujaz,,niˑu,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7670,naked,,nakwadaz,,na̠ːkt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7660,fast,,fastaz,,βɑ̈st,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7710,good,,godaz,,xut,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7910,warm,,warmaz,,β̞ärm,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7920,cold,,kaldaz,,käʊt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7560,sore,,sairaz,,ze̞ˑəɹ̝̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7680,holy,,xailagaz,,ˈhɛɪləç,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,7700,better,,batizon,,ˈbeˑtəɹ̝̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,810,right,,rextaz,,rɛçt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2010,head,,xaubadan,,ho̞ːft,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2110,eye,,augon,,o̞ːx,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2130,ear,,auzon,,o̞ːr,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2210,mouth,,munthaz,,mʊ̞nt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2230,tongue,,tungon,,tʊ̞ŋ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2240,tooth,,tanthz,,ta̠nt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2310,hand,,xanduz,,ha̠ntʰ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2510,foot,,fotz,,vuˑt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2530,knee,,knewan,,kniː,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2540,toe,,taixwon,,teːn,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2610,blood,,blodan,,blut,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2620,bone,,bainan,,beːn,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2640,nail,,naglaz,,ˈnaːxəɫ,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2810,heart,,xerton,,ha̠rt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,2840,liver,,libaro,,ˈleːβər̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,4310,mother,,moder,,ˈmoˑdər̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,4320,father,,fader,,ˈv̥aːd̪ər̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,4410,daughter,,duxter,,ˈdɔxtr̩,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,4330,brother,,brother,,bɾu̞ːr̥,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,4100,name,,namon,,na̠ːm,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,4110,word,,wurdan,,β̞ɔːr̥t,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,3120,hound,,xundaz,,hʊ̞nt,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,3150,mouse,,musz,,mæˑʏs,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,3230,goose,,gansz,,x̟a̠ns,,,0
11131000108,"Dutch: Std in BE",50.85,4.35,3310,cow,,kowz,,ku̞ː,,,0
