LanguageId,LanguageName,Latitude,Longitude,WordId,WordModernName1,WordModernName2,WordProtoName1,WordProtoName2,Phonetic,SpellingAltv1,SpellingAltv2,NotCognateWithMainWordInThisFamily2
11111310301,Tyrone,54.60296,-7.0941,10,one,,ainaz,,wɑ̈ːn,,,0
11111310301,Tyrone,54.60296,-7.0941,20,two,,twou,,tʰʉː,,,0
11111310301,Tyrone,54.60296,-7.0941,30,three,,threjez,,θɾiː,,,0
11111310301,Tyrone,54.60296,-7.0941,40,four,,fedworez,,fo̝ŭɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,50,five,,fenfe,,fäˑev,,,0
11111310301,Tyrone,54.60296,-7.0941,60,six,,sexs,,s̺ɪ̠k̟s̺,,,0
11111310301,Tyrone,54.60296,-7.0941,70,seven,,sebun,,ˈs̺ɛvə̆n,,,0
11111310301,Tyrone,54.60296,-7.0941,80,eight,,axtou,,ët,,,0
11111310301,Tyrone,54.60296,-7.0941,90,nine,,newun,,nɜ̟ˑiˑn,,,0
11111310301,Tyrone,54.60296,-7.0941,100,ten,,texun,,tʰɛˑən,,,0
11111310301,Tyrone,54.60296,-7.0941,200,hundred,,xundaradan,,ˈhɔ̝̈n̪ɚd̠,,,0
11111310301,Tyrone,54.60296,-7.0941,7820,all,,allaz,,ɑ̈ːl,,,0
11111310301,Tyrone,54.60296,-7.0941,7020,white,,xwitaz,,ıʍɜ̟̆ıĭtı,,,0
11111310301,Tyrone,54.60296,-7.0941,7030,red,,raudaz,,ɹə̝d,,,0
11111310301,Tyrone,54.60296,-7.0941,7040,green,,groniz,,ɡɹin,,,0
11111310301,Tyrone,54.60296,-7.0941,7210,long,,langaz,,lɔ̞ːŋ,,,0
11111310301,Tyrone,54.60296,-7.0941,7410,sharp,,skarpaz,,ʃäːɻp,,,0
11111310301,Tyrone,54.60296,-7.0941,7840,full,,fullaz,,fɔ̝̈ɫ,,,0
11111310301,Tyrone,54.60296,-7.0941,7510,young,,jungaz,,jɔ̝̈ŋ,,,0
11111310301,Tyrone,54.60296,-7.0941,7980,new,,neujaz,,njʉː,,,0
11111310301,Tyrone,54.60296,-7.0941,7670,naked,,nakwadaz,,ˈnëˑk̟ət,,,0
11111310301,Tyrone,54.60296,-7.0941,7650,quick,,kwikwaz,,kʰwɪ̠c,,,0
11111310301,Tyrone,54.60296,-7.0941,7660,fast,,fastaz,,fɑ̈ːs̺t,,,0
11111310301,Tyrone,54.60296,-7.0941,7710,good,,godaz,,ɡʉd,,,0
11111310301,Tyrone,54.60296,-7.0941,7910,warm,,warmaz,,ˈwäɹəm,,,0
11111310301,Tyrone,54.60296,-7.0941,7920,cold,,kaldaz,,kʰɜˑʉ̞ˑl,,,0
11111310301,Tyrone,54.60296,-7.0941,7560,sore,,sairaz,,s̺o̝ŭɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,7680,holy,,xailagaz,,ˈho̝le,,,0
11111310301,Tyrone,54.60296,-7.0941,7700,better,,batizon,,ˈbɛt̪ɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,810,right,,rextaz,,ɹɜ̟̆ıĭtʰ,,,0
11111310301,Tyrone,54.60296,-7.0941,2010,head,,xaubadan,,hɛˑəd,,,0
11111310301,Tyrone,54.60296,-7.0941,2110,eye,,augon,,ɜ̟iˑ,,,0
11111310301,Tyrone,54.60296,-7.0941,2130,ear,,auzon,,iˑɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,2140,tear,,taxruz,,tʰiˑɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,2210,mouth,,munthaz,,mɜ̆ʉ̞̆θ,,,0
11111310301,Tyrone,54.60296,-7.0941,2230,tongue,,tungon,,tʰɔ̝̈ŋ,,,0
11111310301,Tyrone,54.60296,-7.0941,2240,tooth,,tanthz,,tʰʉθ,,,0
11111310301,Tyrone,54.60296,-7.0941,2310,hand,,xanduz,,hɑ̈ːn,,,0
11111310301,Tyrone,54.60296,-7.0941,2510,foot,,fotz,,fɔ̝̈t,,,0
11111310301,Tyrone,54.60296,-7.0941,2530,knee,,knewan,,niː,,,0
11111310301,Tyrone,54.60296,-7.0941,2540,toe,,taixwon,,tʰö̞ˑu,,,0
11111310301,Tyrone,54.60296,-7.0941,2610,blood,,blodan,,bɫɔ̝̈d,,,0
11111310301,Tyrone,54.60296,-7.0941,2620,bone,,bainan,,boˑən,,,0
11111310301,Tyrone,54.60296,-7.0941,2640,nail,,naglaz,,nëˑəl,,,0
11111310301,Tyrone,54.60296,-7.0941,2810,heart,,xerton,,häɻt̠,,,0
11111310301,Tyrone,54.60296,-7.0941,2840,liver,,libaro,,ˈlə̝vɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,4310,mother,,moder,,ˈmɔ̝̈ð̞ɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,4320,father,,fader,,ˈfäð̞ɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,4410,daughter,,duxter,,ˈdɔ̞ːt̪ɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,4330,brother,,brother,,ˈbɹɔ̝̈ð̞ɚ,,,0
11111310301,Tyrone,54.60296,-7.0941,4100,name,,namon,,nëˑəm,,,0
11111310301,Tyrone,54.60296,-7.0941,4110,word,,wurdan,,wɔ̝̈ɻd̠,,,0
11111310301,Tyrone,54.60296,-7.0941,3120,hound,,xundaz,,hɜˑʉ̞ˑn,,,0
11111310301,Tyrone,54.60296,-7.0941,3150,mouse,,musz,,mɜ̆ʉ̞̆s̺,,,0
