LanguageId,LanguageName,Latitude,Longitude,WordId,WordModernName1,WordModernName2,WordProtoName1,WordProtoName2,Phonetic,SpellingAltv1,SpellingAltv2,NotCognateWithMainWordInThisFamily
11251350109,Swedish,59.33,18.07,10,one,,ainaz,,ɛn,"en, ett",,0
11251350109,Swedish,59.33,18.07,20,two,,twou,,tʰvoː,två,,0
11251350109,Swedish,59.33,18.07,30,three,,threjez,,tɾi̞ˑ,tre,,0
11251350109,Swedish,59.33,18.07,40,four,,fedworez,,ˈfyːɾä,fyra,,0
11251350109,Swedish,59.33,18.07,50,five,,fenfe,,fɛ̃m,fem,,0
11251350109,Swedish,59.33,18.07,60,six,,sexs,,sɛks,sex,,0
11251350109,Swedish,59.33,18.07,70,seven,,sebun,,x̟ʉˑ,sju,,0
11251350109,Swedish,59.33,18.07,80,eight,,axtou,,ˈɔttä,åtta,,0
11251350109,Swedish,59.33,18.07,90,nine,,newun,,ˈniːjə,nio,,0
11251350109,Swedish,59.33,18.07,100,ten,,texun,,tʰiːjə,tio,,0
11251350109,Swedish,59.33,18.07,200,hundred,,xundaradan,,ˈhʊndɾä,hundra,,0
11251350109,Swedish,59.33,18.07,7820,all,,allaz,,ɑ̈ˑl,all,,0
11251350109,Swedish,59.33,18.07,7020,white,,xwitaz,,viˑtt,vit,,0
11251350109,Swedish,59.33,18.07,7030,red,,raudaz,,rœːd,röd,,0
11251350109,Swedish,59.33,18.07,7040,green,,groniz,,ɡəˈrœːn,grön,,0
11251350109,Swedish,59.33,18.07,7210,long,,langaz,,lɔˑŋ,lång,,0
11251350109,Swedish,59.33,18.07,7410,sharp,,skarpaz,,sk̟a̠rp,skarp,,0
11251350109,Swedish,59.33,18.07,7840,full,,fullaz,,fɵ̟lˑ,full,,0
11251350109,Swedish,59.33,18.07,7510,young,,jungaz,,ɵŋ,ung,,0
11251350109,Swedish,59.33,18.07,7980,new,,neujaz,,nyː,ny,,0
11251350109,Swedish,59.33,18.07,7670,naked,,nakwadaz,,ˈnɒ̝ːk̟ɛ̈n,naken,,0
11251350109,Swedish,59.33,18.07,7660,fast,,fastaz,,fässt,fast,,0
11251350109,Swedish,59.33,18.07,7710,good,,godaz,,ɡʊ̞̆ot,god,,0
11251350109,Swedish,59.33,18.07,7910,warm,,warmaz,,va̠ˑrm,varm,,0
11251350109,Swedish,59.33,18.07,7920,cold,,kaldaz,,kʰäl,kall,,0
11251350109,Swedish,59.33,18.07,7560,sore,,sairaz,,soːr,sår,,0
11251350109,Swedish,59.33,18.07,7680,holy,,xailagaz,,ˈhɪɐlɪɡ̟,helig,,0
11251350109,Swedish,59.33,18.07,7700,better,,batizon,,ˈbɛttɾə,bättre,,0
11251350109,Swedish,59.33,18.07,810,right,,rextaz,,rɛtt,rätt,,0
11251350109,Swedish,59.33,18.07,2010,head,,xaubadan,,ˈhʉːvʉd,huvud,,0
11251350109,Swedish,59.33,18.07,2110,eye,,augon,,ˈœːɡ̟ə̟,öga,,0
11251350109,Swedish,59.33,18.07,2130,ear,,auzon,,ˈɔ̈ːɾə,öra,,0
11251350109,Swedish,59.33,18.07,2210,mouth,,munthaz,,mɵˑn,mun,,0
11251350109,Swedish,59.33,18.07,2230,tongue,,tungon,,ˈtʰʊŋ̟ə̟,tunga,,0
11251350109,Swedish,59.33,18.07,2240,tooth,,tanthz,,tʰɑ̈ˑnd,tand,,0
11251350109,Swedish,59.33,18.07,2310,hand,,xanduz,,hɑ̈ˑnd,hand,,0
11251350109,Swedish,59.33,18.07,2510,foot,,fotz,,fott,fot,,0
11251350109,Swedish,59.33,18.07,2530,knee,,knewan,,k̟ʰəˈnɛː,knä,,0
11251350109,Swedish,59.33,18.07,2540,toe,,taixwon,,tʰoː,tå,,0
11251350109,Swedish,59.33,18.07,2610,blood,,blodan,,bəˈloːd,blod,,0
11251350109,Swedish,59.33,18.07,2620,bone,,bainan,,beˑən,ben,,0
11251350109,Swedish,59.33,18.07,2640,nail,,naglaz,,ˈnɔ̞ːɡ̟əl,nagel,,0
11251350109,Swedish,59.33,18.07,2810,heart,,xerton,,ˈja̠ttä,hjärta,,0
11251350109,Swedish,59.33,18.07,2840,liver,,libaro,,ˈle̝əvə,lever,,0
11251350109,Swedish,59.33,18.07,4310,mother,,moder,,moːɾ,mor,,0
11251350109,Swedish,59.33,18.07,4320,father,,fader,,fɑ̟ːɾ,far,,0
11251350109,Swedish,59.33,18.07,4410,daughter,,duxter,,ˈdɔttɛɾ,dotter,,0
11251350109,Swedish,59.33,18.07,4330,brother,,brother,,bəˈruːr,bror,,0
11251350109,Swedish,59.33,18.07,4100,name,,namon,,ˈnäˑmn̩,namn,,0
11251350109,Swedish,59.33,18.07,4110,word,,wurdan,,oːd,ord,,0
11251350109,Swedish,59.33,18.07,3120,hound,,xundaz,,hɵnd,hund,,0
11251350109,Swedish,59.33,18.07,3150,mouse,,musz,,mə̆ø̈s,mus,,0
11251350109,Swedish,59.33,18.07,3230,goose,,gansz,,ɡoˑəs,gås,,0
11251350109,Swedish,59.33,18.07,3310,cow,,kowz,,kʰʊ̞o̝ˑ,ko,,0
11251350109,Swedish,59.33,18.07,3320,lamb,,lambaz,,läm,lamm,,0
11251350109,Swedish,59.33,18.07,3340,calf,,kalbaz,,k̟ʰäːləv,kalv,,0
11251350109,Swedish,59.33,18.07,3240,fish,,fiskaz,,fɪ̝sk,fisk,,0
11251350109,Swedish,59.33,18.07,3820,horn,,xurnan,,ˈhoˑʁ̞n̩,horn,,0
