Place,x,yAchterhoek,0.009630508471827292,-0.0020350721669416573
Antwerp,0.009705035153827955,-0.003298068493301353
Biel,0.014906435264923157,-0.0030692147730448705
Cologne,0.007738688723517095,0.0009171516489954434
Dutch_Std_BE,0.009481538217769892,-0.004603394173922396
Dutch_Std_NL,0.008408794236066013,-0.003421860215596404
Feer,-0.021050590306836783,0.010528356908499311
Graubuenden,0.010060566992882398,-0.0009750706534091436
Grou,0.010369224055239797,-0.00633970126340017
Hard,0.011023661970695004,-0.0009341296235669841
Heligoland,-0.030161627248720912,0.05242226760282655
Herrlisheim,0.0072418673595911085,-0.00037324449972748667
Limburg,0.012175414823054573,-0.0016188047101704133
Luxembourg,-0.002647257887067355,0.012557180191382772
Ortisei,0.010255267435705376,-0.0013280104111060528
Ostend,0.010398627059873523,-0.0031443289237466907
Tuebingen,0.008756299065828727,0.0010277793663736054
Veenkolonien,0.011876697902286747,-0.010214965912087558
Walser,0.008005815163865105,-0.003007851174753971
Westerkwartier,-0.04833786286586171,-0.040866142440226766
