Place,x,yAchterhoek,0.3317515315596767,-0.05667241749108576
Antwerp,0.3022031861694531,0.017941596150296626
Biel,-0.17074002766673707,-0.31096639964116835
Cologne,-0.06169748737797698,-0.0584724942345499
Dutch_Std_BE,0.4021623155687598,-0.10565092395375904
Dutch_Std_NL,0.41379523791015216,0.008555799890758766
Feer,-0.11710297489570624,0.5659487932466994
Graubuenden,-0.28449994944168877,-0.29572033917846546
Grou,0.2271719880005545,0.06390606193467961
Hard,-0.2860715050261366,-0.2682287430274922
Heligoland,-0.20809200623648455,0.5331588179543103
Herrlisheim,-0.17321595316786056,-0.11932187056611583
Limburg,0.2199655722165246,-0.08158463820572333
Luxembourg,-0.24567741354467693,0.265436610197863
Ortisei,-0.286305130836847,-0.22463351427973197
Ostend,0.26463678033228705,-0.08719498913786333
Tuebingen,-0.28256045636139293,-0.16534190972462892
Veenkolonien,0.3374866099463711,-0.01873076000529039
Walser,-0.248684162667061,-0.20785378255251213
Westerkwartier,-0.13452615448120983,0.5454251026237783
